ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-30,16.98996815008726,4.514274617560238,15.998205618221279,16.98996815008726,16.98996815008726,-6.71339191581253,-6.71339191581253,-6.71339191581253,-1.1272514834713925,-1.1272514834713925,-1.1272514834713925,-5.586140432341138,-5.586140432341138,-5.586140432341138,0.0,0.0,0.0,10.276576234274732
2013-01-31,16.97949936009308,5.468354313083726,16.663902972674144,16.97949936009308,16.97949936009308,-6.0687550314427865,-6.0687550314427865,-6.0687550314427865,-0.5609680000072762,-0.5609680000072762,-0.5609680000072762,-5.507787031435511,-5.507787031435511,-5.507787031435511,0.0,0.0,0.0,10.910744328650292
2013-02-01,16.969030570098894,7.3878397181841,18.84683635719646,16.969030570098894,16.969030570098894,-4.243611206431202,-4.243611206431202,-4.243611206431202,1.1922584644913674,1.1922584644913674,1.1922584644913674,-5.43586967092257,-5.43586967092257,-5.43586967092257,0.0,0.0,0.0,12.725419363667692
2013-02-02,16.958561780104713,8.870296856207556,20.37961957936139,16.958561780104713,16.958561780104713,-2.3980356049977036,-2.3980356049977036,-2.3980356049977036,2.9737858284326837,2.9737858284326837,2.9737858284326837,-5.371821433430387,-5.371821433430387,-5.371821433430387,0.0,0.0,0.0,14.56052617510701
2013-02-03,16.94809299011053,10.048341568915045,20.892951475506734,16.94809299011053,16.94809299011053,-1.5218911601925573,-1.5218911601925573,-1.5218911601925573,3.7948881988360084,3.7948881988360084,3.7948881988360084,-5.3167793590285655,-5.3167793590285655,-5.3167793590285655,0.0,0.0,0.0,15.426201829917973
2013-02-04,16.937624200116346,1.6347378618239172,12.790935410980888,16.937624200116346,16.937624200116346,-9.728726285852723,-9.728726285852723,-9.728726285852723,-4.457174863663821,-4.457174863663821,-4.457174863663821,-5.271551422188904,-5.271551422188904,-5.271551422188904,0.0,0.0,0.0,7.208897914263623
2013-02-05,16.927155410122165,4.378305159322527,15.61904087538115,16.927155410122165,16.927155410122165,-7.052131638361167,-7.052131638361167,-7.052131638361167,-1.815538144613114,-1.815538144613114,-1.815538144613114,-5.236593493748053,-5.236593493748053,-5.236593493748053,0.0,0.0,0.0,9.875023771760997
2013-02-06,16.916686620127983,4.681501575363775,16.358416673816084,16.916686620127983,16.916686620127983,-6.339248300115689,-6.339248300115689,-6.339248300115689,-1.1272514834682452,-1.1272514834682452,-1.1272514834682452,-5.211996816647444,-5.211996816647444,-5.211996816647444,0.0,0.0,0.0,10.577438320012295
2013-02-07,16.906217830133798,5.027579926581956,16.542824731550066,16.906217830133798,16.906217830133798,-5.758454215526733,-5.758454215526733,-5.758454215526733,-0.5609680000102545,-0.5609680000102545,-0.5609680000102545,-5.197486215516479,-5.197486215516479,-5.197486215516479,0.0,0.0,0.0,11.147763614607065
2013-02-08,16.89574904013962,6.923506573900209,18.768338637647034,16.89574904013962,16.89574904013962,-4.0001704854370015,-4.0001704854370015,-4.0001704854370015,1.192258464479158,1.192258464479158,1.192258464479158,-5.1924289499161596,-5.1924289499161596,-5.1924289499161596,0.0,0.0,0.0,12.895578554702618
2013-02-09,16.885280250145435,8.480924736520805,20.39317534827054,16.885280250145435,16.885280250145435,-2.2220679896774462,-2.2220679896774462,-2.2220679896774462,2.973785828421269,2.973785828421269,2.973785828421269,-5.195853818098715,-5.195853818098715,-5.195853818098715,0.0,0.0,0.0,14.663212260467988
2013-02-10,16.87481146015125,10.060460541179053,20.95088657770891,16.87481146015125,16.87481146015125,-1.4115916321403192,-1.4115916321403192,-1.4115916321403192,3.7948881988492196,3.7948881988492196,3.7948881988492196,-5.206479830989539,-5.206479830989539,-5.206479830989539,0.0,0.0,0.0,15.463219828010931
2013-02-11,16.864342670157072,1.3170560913299696,12.560738761525178,16.864342670157072,16.864342670157072,-9.679928376415635,-9.679928376415635,-9.679928376415635,-4.457174863665979,-4.457174863665979,-4.457174863665979,-5.222753512749657,-5.222753512749657,-5.222753512749657,0.0,0.0,0.0,7.184414293741437
2013-02-12,16.853873880162887,4.084302486792459,15.595231988638476,16.853873880162887,16.853873880162887,-7.0584317964668495,-7.0584317964668495,-7.0584317964668495,-1.8155381446125787,-1.8155381446125787,-1.8155381446125787,-5.24289365185427,-5.24289365185427,-5.24289365185427,0.0,0.0,0.0,9.795442083696038
2013-02-13,16.8434050901687,4.840884236370722,16.13355830563653,16.8434050901687,16.8434050901687,-6.392193614811741,-6.392193614811741,-6.392193614811741,-1.1272514834748122,-1.1272514834748122,-1.1272514834748122,-5.264942131336929,-5.264942131336929,-5.264942131336929,0.0,0.0,0.0,10.45121147535696
2013-02-14,16.832936300174524,5.358813206572901,16.49595498204323,16.832936300174524,16.832936300174524,-5.847787313723067,-5.847787313723067,-5.847787313723067,-0.5609680000009146,-0.5609680000009146,-0.5609680000009146,-5.286819313722153,-5.286819313722153,-5.286819313722153,0.0,0.0,0.0,10.985148986451456
2013-02-15,16.82246751018034,7.121109486160574,18.587434848319987,16.82246751018034,16.82246751018034,-4.114123884463637,-4.114123884463637,-4.114123884463637,1.192258464483957,1.192258464483957,1.192258464483957,-5.3063823489475945,-5.3063823489475945,-5.3063823489475945,0.0,0.0,0.0,12.7083436257167
2013-02-16,16.811998720186157,8.849880092888077,20.14190760973834,16.811998720186157,16.811998720186157,-2.347698886232162,-2.347698886232162,-2.347698886232162,2.973785828428305,2.973785828428305,2.973785828428305,-5.321484714660467,-5.321484714660467,-5.321484714660467,0.0,0.0,0.0,14.464299833953994
2013-02-17,16.801529930191972,9.61800564226545,20.81339427758061,16.801529930191972,16.801529930191972,-1.5351470897521904,-1.5351470897521904,-1.5351470897521904,3.7948881988431613,3.7948881988431613,3.7948881988431613,-5.330035288595352,-5.330035288595352,-5.330035288595352,0.0,0.0,0.0,15.266382840439782
2013-02-18,16.79106114019779,1.369603199097937,12.25196500519862,16.79106114019779,16.79106114019779,-9.787230155557243,-9.787230155557243,-9.787230155557243,-4.457174863668137,-4.457174863668137,-4.457174863668137,-5.330055291889106,-5.330055291889106,-5.330055291889106,0.0,0.0,0.0,7.0038309846405475
2013-02-19,16.78059235020361,4.177574678521373,15.194139414576279,16.78059235020361,16.78059235020361,-7.135269672844053,-7.135269672844053,-7.135269672844053,-1.815538144611102,-1.815538144611102,-1.815538144611102,-5.319731528232949,-5.319731528232949,-5.319731528232949,0.0,0.0,0.0,9.645322677359555
2013-02-20,16.770123560209424,4.34737631761605,15.991737913609208,16.770123560209424,16.770123560209424,-6.424715957052126,-6.424715957052126,-6.424715957052126,-1.1272514834645277,-1.1272514834645277,-1.1272514834645277,-5.297464473587599,-5.297464473587599,-5.297464473587599,0.0,0.0,0.0,10.345407603157298
2013-02-21,16.759654770215242,5.189039548608962,16.852241604432418,16.759654770215242,16.759654770215242,-5.822877940361197,-5.822877940361197,-5.822877940361197,-0.5609680000149255,-0.5609680000149255,-0.5609680000149255,-5.261909940346272,-5.261909940346272,-5.261909940346272,0.0,0.0,0.0,10.936776829854045
2013-02-22,16.74918598022106,7.05568314736078,18.29543933697583,16.74918598022106,16.74918598022106,-4.019754778388047,-4.019754778388047,-4.019754778388047,1.1922584644887564,1.1922584644887564,1.1922584644887564,-5.212013242876804,-5.212013242876804,-5.212013242876804,0.0,0.0,0.0,12.729431201833012
2013-02-23,16.738717190226875,8.959093452092182,20.27738213253637,16.738717190226875,16.738717190226875,-2.1732491935101574,-2.1732491935101574,-2.1732491935101574,2.973785828428056,2.973785828428056,2.973785828428056,-5.147035021938213,-5.147035021938213,-5.147035021938213,0.0,0.0,0.0,14.565467996716718
2013-02-24,16.728248400232694,10.057795581447092,21.34256089692339,16.728248400232694,16.728248400232694,-1.271679937620005,-1.271679937620005,-1.271679937620005,3.7948881988474867,3.7948881988474867,3.7948881988474867,-5.066568136467492,-5.066568136467492,-5.066568136467492,0.0,0.0,0.0,15.456568462612688
2013-02-25,16.717779610238512,1.473445303223071,13.104139083928716,16.717779610238512,16.717779610238512,-9.427720158806348,-9.427720158806348,-9.427720158806348,-4.457174863665079,-4.457174863665079,-4.457174863665079,-4.970545295141269,-4.970545295141269,-4.970545295141269,0.0,0.0,0.0,7.290059451432164
2013-02-26,16.707310820244327,4.7244060740896066,15.894038210235856,16.707310820244327,16.707310820244327,-6.674775513693354,-6.674775513693354,-6.674775513693354,-1.8155381446105678,-1.8155381446105678,-1.8155381446105678,-4.859237369082786,-4.859237369082786,-4.859237369082786,0.0,0.0,0.0,10.032535306550972
2013-02-27,16.696842030250146,4.971775278191759,16.81207889272551,16.696842030250146,16.696842030250146,-5.860494076747262,-5.860494076747262,-5.860494076747262,-1.1272514834736724,-1.1272514834736724,-1.1272514834736724,-4.733242593273589,-4.733242593273589,-4.733242593273589,0.0,0.0,0.0,10.836347953502884
2013-02-28,16.686373240255964,6.245918669980041,16.96955629981364,16.686373240255964,16.686373240255964,-5.154435120014301,-5.154435120014301,-5.154435120014301,-0.5609680000068713,-0.5609680000068713,-0.5609680000068713,-4.593467120007429,-4.593467120007429,-4.593467120007429,0.0,0.0,0.0,11.531938120241662
2013-03-01,16.67590445026178,7.843383709406547,18.863648788252505,16.67590445026178,16.67590445026178,-3.248839161326157,-3.248839161326157,-3.248839161326157,1.1922584644935559,1.1922584644935559,1.1922584644935559,-4.441097625819713,-4.441097625819713,-4.441097625819713,0.0,0.0,0.0,13.427065288935623
2013-03-02,16.6654356602676,9.800918398620256,20.928387145078805,16.6654356602676,16.6654356602676,-1.3037810587212428,-1.3037810587212428,-1.3037810587212428,2.97378582843121,2.97378582843121,2.97378582843121,-4.277566887152453,-4.277566887152453,-4.277566887152453,0.0,0.0,0.0,15.361654601546359
2013-03-03,16.654966870273416,10.707638918049327,21.760842998748835,16.654966870273416,16.654966870273416,-0.3096252249116738,-0.3096252249116738,-0.3096252249116738,3.79488819884439,3.79488819884439,3.79488819884439,-4.104513423756064,-4.104513423756064,-4.104513423756064,0.0,0.0,0.0,16.345341645361742
2013-03-04,16.64449808027923,2.879067068103987,14.040224905921423,16.64449808027923,16.64449808027923,-8.380911321310897,-8.380911321310897,-8.380911321310897,-4.457174863665289,-4.457174863665289,-4.457174863665289,-3.923736457645608,-3.923736457645608,-3.923736457645608,0.0,0.0,0.0,8.263586758968334
2013-03-05,16.634029290285053,5.375382548733314,16.367595610157927,16.634029290285053,16.634029290285053,-5.5526856901745845,-5.5526856901745845,-5.5526856901745845,-1.8155381446100325,-1.8155381446100325,-1.8155381446100325,-3.7371475455645524,-3.7371475455645524,-3.7371475455645524,0.0,0.0,0.0,11.081343600110468
2013-03-06,16.623560500290868,6.070885512220329,17.421255607215944,16.623560500290868,16.623560500290868,-4.673971795248149,-4.673971795248149,-4.673971795248149,-1.1272514834608105,-1.1272514834608105,-1.1272514834608105,-3.546720311787338,-3.546720311787338,-3.546720311787338,0.0,0.0,0.0,11.949588705042718
2013-03-07,16.613091710296686,7.049212590444233,18.227522280519054,16.613091710296686,16.613091710296686,-3.9154077344143063,-3.9154077344143063,-3.9154077344143063,-0.5609679999975313,-0.5609679999975313,-0.5609679999975313,-3.3544397344167756,-3.3544397344167756,-3.3544397344167756,0.0,0.0,0.0,12.69768397588238
2013-03-08,16.602622920302505,9.176031261896597,20.199795453358483,16.602622920302505,16.602622920302505,-1.9699939575539116,-1.9699939575539116,-1.9699939575539116,1.1922584644813459,1.1922584644813459,1.1922584644813459,-3.1622524220352575,-3.1622524220352575,-3.1622524220352575,0.0,0.0,0.0,14.632628962748592
2013-03-09,16.59215413030832,11.045437242427207,22.141625390082908,16.59215413030832,16.59215413030832,0.001766568604725377,0.001766568604725377,0.001766568604725377,2.973785828419794,2.973785828419794,2.973785828419794,-2.972019259815069,-2.972019259815069,-2.972019259815069,0.0,0.0,0.0,16.593920698913045
2013-03-10,16.581685340314138,12.233330441253075,23.0137102344031,16.581685340314138,16.581685340314138,1.00941649140767,1.00941649140767,1.00941649140767,3.794888198838332,3.794888198838332,3.794888198838332,-2.7854717074306614,-2.7854717074306614,-2.7854717074306614,0.0,0.0,0.0,17.591101831721808
2013-03-11,16.571216550319953,3.95441432261621,15.260743050432884,16.571216550319953,16.571216550319953,-7.061347762466018,-7.061347762466018,-7.061347762466018,-4.457174863669396,-4.457174863669396,-4.457174863669396,-2.6041728987966226,-2.6041728987966226,-2.6041728987966226,0.0,0.0,0.0,9.509868787853936
2013-03-12,16.560747741611955,6.532436529637628,17.986043237425623,16.560747741611955,16.560747741611955,-4.2450226748724,-4.2450226748724,-4.2450226748724,-1.815538144609497,-1.815538144609497,-1.815538144609497,-2.429484530262903,-2.429484530262903,-2.429484530262903,0.0,0.0,0.0,12.315725066739555
2013-03-13,16.550278932903957,7.289903396248164,18.7767073697186,16.550278932903957,16.550278932903957,-3.389791818299998,-3.389791818299998,-3.389791818299998,-1.1272514834699554,-1.1272514834699554,-1.1272514834699554,-2.2625403348300432,-2.2625403348300432,-2.2625403348300432,0.0,0.0,0.0,13.16048711460396
2013-03-14,16.53981012419596,8.804739768170938,19.788997908665287,16.53981012419596,16.53981012419596,-2.6651947311075723,-2.6651947311075723,-2.6651947311075723,-0.5609680000005096,-0.5609680000005096,-0.5609680000005096,-2.1042267311070626,-2.1042267311070626,-2.1042267311070626,0.0,0.0,0.0,13.874615393088387
2013-03-15,16.529341315487958,10.481085169632484,21.538557427656027,16.529341315487958,16.529341315487958,-0.762912549235546,-0.762912549235546,-0.762912549235546,1.1922584644963108,1.1922584644963108,1.1922584644963108,-1.955171013731857,-1.955171013731857,-1.955171013731857,0.0,0.0,0.0,15.766428766252412
2013-03-16,16.51887250677996,12.163559817603536,23.3511258068248,16.51887250677996,16.51887250677996,1.1580486049487866,1.1580486049487866,1.1580486049487866,2.9737858284195458,2.9737858284195458,2.9737858284195458,-1.8157372234707592,-1.8157372234707592,-1.8157372234707592,0.0,0.0,0.0,17.676921111728745
2013-03-17,16.50840369807196,12.772400152439388,24.17000730812996,16.50840369807196,16.50840369807196,2.108858591646097,2.108858591646097,2.108858591646097,3.7948881988381964,3.7948881988381964,3.7948881988381964,-1.686029607192099,-1.686029607192099,-1.686029607192099,0.0,0.0,0.0,18.617262289718056
2013-03-18,16.49793488936396,4.957547140652037,15.659571650264255,16.49793488936396,16.49793488936396,-6.023078220681291,-6.023078220681291,-6.023078220681291,-4.457174863666338,-4.457174863666338,-4.457174863666338,-1.5659033570149534,-1.5659033570149534,-1.5659033570149534,0.0,0.0,0.0,10.47485666868267
2013-03-19,16.487466080655963,7.227006708922338,18.898794646296697,16.487466080655963,16.487466080655963,-3.2705202552576793,-3.2705202552576793,-3.2705202552576793,-1.8155381446080205,-1.8155381446080205,-1.8155381446080205,-1.4549821106496583,-1.4549821106496583,-1.4549821106496583,0.0,0.0,0.0,13.216945825398284
2013-03-20,16.476997271947962,8.526430096695467,19.875340372285066,16.476997271947962,16.476997271947962,-2.47993299063132,-2.47993299063132,-2.47993299063132,-1.127251483466808,-1.127251483466808,-1.127251483466808,-1.352681507164512,-1.352681507164512,-1.352681507164512,0.0,0.0,0.0,13.997064281316643
2013-03-21,16.466528463239964,8.884436984562543,20.592839874609318,16.466528463239964,16.466528463239964,-1.819205929369122,-1.819205929369122,-1.819205929369122,-0.5609679999924553,-0.5609679999924553,-0.5609679999924553,-1.2582379293766668,-1.2582379293766668,-1.2582379293766668,0.0,0.0,0.0,14.647322533870842
2013-03-22,16.456059654531966,10.979348306238856,22.096366820580972,16.456059654531966,16.456059654531966,0.02151703428695936,0.02151703428695936,0.02151703428695936,1.1922584644909446,1.1922584644909446,1.1922584644909446,-1.1707414302039851,-1.1707414302039851,-1.1707414302039851,0.0,0.0,0.0,16.477576688818925
2013-03-23,16.44559084582397,12.929026729603448,24.511039685997936,16.44559084582397,16.44559084582397,1.8846140893338,1.8846140893338,1.8846140893338,2.973785828415415,2.973785828415415,2.973785828415415,-1.0891717390816156,-1.0891717390816156,-1.0891717390816156,0.0,0.0,0.0,18.330204935157766
2013-03-24,16.435122037115967,13.131441228275513,24.600255958539428,16.435122037115967,16.435122037115967,2.7824520204212777,2.7824520204212777,2.7824520204212777,3.7948881988425223,3.7948881988425223,3.7948881988425223,-1.0124361784212446,-1.0124361784212446,-1.0124361784212446,0.0,0.0,0.0,19.217574057537245
2013-03-25,16.42465322840797,5.523321652244965,16.471664289775852,16.42465322840797,16.42465322840797,-5.396583154067448,-5.396583154067448,-5.396583154067448,-4.457174863668496,-4.457174863668496,-4.457174863668496,-0.9394082903989533,-0.9394082903989533,-0.9394082903989533,0.0,0.0,0.0,11.028070074340521
2013-03-26,16.41418441969997,7.891564890943311,19.315004839964963,16.41418441969997,16.41418441969997,-2.6845041259737292,-2.6845041259737292,-2.6845041259737292,-1.8155381446194885,-1.8155381446194885,-1.8155381446194885,-0.8689659813542406,-0.8689659813542406,-0.8689659813542406,0.0,0.0,0.0,13.729680293726242
2013-03-27,16.403715610991974,8.66911125915667,19.79270973850462,16.403715610991974,16.403715610991974,-1.9272795173634047,-1.9272795173634047,-1.9272795173634047,-1.1272514834636604,-1.1272514834636604,-1.1272514834636604,-0.8000280338997446,-0.8000280338997446,-0.8000280338997446,0.0,0.0,0.0,14.47643609362857
2013-03-28,16.393246802283972,9.275635785063335,20.84428520993389,16.393246802283972,16.393246802283972,-1.2925559135517959,-1.2925559135517959,-1.2925559135517959,-0.5609680000064663,-0.5609680000064663,-0.5609680000064663,-0.7315879135453295,-0.7315879135453295,-0.7315879135453295,0.0,0.0,0.0,15.100690888732176
2013-03-29,16.382777993575974,11.324407967388149,22.124305225579512,16.382777993575974,16.382777993575974,0.5295145601747024,0.5295145601747024,0.5295145601747024,1.1922584644787344,1.1922584644787344,1.1922584644787344,-0.6627439043040321,-0.6627439043040321,-0.6627439043040321,0.0,0.0,0.0,16.912292553750678
2013-03-30,16.372309184867976,13.368869676239159,24.433059765268712,16.372309184867976,16.372309184867976,2.381061085824237,2.381061085824237,2.381061085824237,2.973785828422452,2.973785828422452,2.973785828422452,-0.5927247425982151,-0.5927247425982151,-0.5927247425982151,0.0,0.0,0.0,18.753370270692212
2013-03-31,16.36184037615998,14.322526903130719,25.125248545382522,16.36184037615998,16.36184037615998,3.2739781226514553,3.2739781226514553,3.2739781226514553,3.794888198839425,3.794888198839425,3.794888198839425,-0.52091007618797,-0.52091007618797,-0.52091007618797,0.0,0.0,0.0,19.635818498811435
2013-04-01,16.351371567451977,5.758436372355529,17.14773062019144,16.351371567451977,16.351371567451977,-4.904020113351266,-4.904020113351266,-4.904020113351266,-4.457174863672602,-4.457174863672602,-4.457174863672602,-0.4468452496786634,-0.4468452496786634,-0.4468452496786634,0.0,0.0,0.0,11.447351454100712
2013-04-02,16.34090275874398,8.696073533890207,19.49990401453409,16.34090275874398,16.34090275874398,-2.185788249390088,-2.185788249390088,-2.185788249390088,-1.815538144612481,-1.815538144612481,-1.815538144612481,-0.3702501047776073,-0.3702501047776073,-0.3702501047776073,0.0,0.0,0.0,14.155114509353892
2013-04-03,16.33043395003598,9.456450491382592,20.459109397538857,16.33043395003598,16.33043395003598,-1.4182731594216864,-1.4182731594216864,-1.4182731594216864,-1.1272514834630902,-1.1272514834630902,-1.1272514834630902,-0.29102167595859585,-0.29102167595859585,-0.29102167595859585,0.0,0.0,0.0,14.912160790614296
2013-04-04,16.319965141327984,9.64796151275493,21.219981516849302,16.319965141327984,16.319965141327984,-0.7701988545889773,-0.7701988545889773,-0.7701988545889773,-0.5609679999971264,-0.5609679999971264,-0.5609679999971264,-0.20923085459185103,-0.20923085459185103,-0.20923085459185103,0.0,0.0,0.0,15.549766286739006
2013-04-05,16.309496332619982,11.713160444715534,22.651932215452106,16.309496332619982,16.309496332619982,1.0671451834937042,1.0671451834937042,1.0671451834937042,1.1922584644835337,1.1922584644835337,1.1922584644835337,-0.12511328098982963,-0.12511328098982963,-0.12511328098982963,0.0,0.0,0.0,17.376641516113686
2013-04-06,16.299027523911985,13.152376745962393,24.91135483484345,16.299027523911985,16.299027523911985,2.934730929767939,2.934730929767939,2.934730929767939,2.973785828422203,2.973785828422203,2.973785828422203,-0.03905489865426463,-0.03905489865426463,-0.03905489865426463,0.0,0.0,0.0,19.233758453679926
2013-04-07,16.288558715203987,14.280357490735936,25.18125665240777,16.288558715203987,16.288558715203987,3.8433154358166792,3.8433154358166792,3.8433154358166792,3.7948881988363286,3.7948881988363286,3.7948881988363286,0.04842723698035108,0.04842723698035108,0.04842723698035108,0.0,0.0,0.0,20.131874151020668
2013-04-08,16.278089906495985,6.711314790557045,17.54066119469061,16.278089906495985,16.278089906495985,-4.320466697377137,-4.320466697377137,-4.320466697377137,-4.457174863672813,-4.457174863672813,-4.457174863672813,0.13670816629567442,0.13670816629567442,0.13670816629567442,0.0,0.0,0.0,11.957623209118848
2013-04-09,16.267621097787988,8.855123531352262,19.998304881806387,16.267621097787988,16.267621097787988,-1.5904567353823014,-1.5904567353823014,-1.5904567353823014,-1.8155381446239491,-1.8155381446239491,-1.8155381446239491,0.22508140924164766,0.22508140924164766,0.22508140924164766,0.0,0.0,0.0,14.677164362405687
2013-04-10,16.257152289079986,9.77187612196657,20.916158725897464,16.257152289079986,16.257152289079986,-0.8144638821536179,-0.8144638821536179,-0.8144638821536179,-1.1272514834696576,-1.1272514834696576,-1.1272514834696576,0.3127876013160398,0.3127876013160398,0.3127876013160398,0.0,0.0,0.0,15.442688406926369
2013-04-11,16.24668348037199,10.519905362115837,21.218916723116543,16.24668348037199,16.24668348037199,-0.16192359494679823,-0.16192359494679823,-0.16192359494679823,-0.5609680000001047,-0.5609680000001047,-0.5609680000001047,0.39904440505330646,0.39904440505330646,0.39904440505330646,0.0,0.0,0.0,16.08475988542519
2013-04-12,16.23621467166399,12.354828011027864,23.4548902163346,16.23621467166399,16.23621467166399,1.6753351632982554,1.6753351632982554,1.6753351632982554,1.19225846448149,1.19225846448149,1.19225846448149,0.4830766988167653,0.4830766988167653,0.4830766988167653,0.0,0.0,0.0,17.911549834962244
2013-04-13,16.225745862955993,14.160290724180975,25.22855523100086,16.225745862955993,16.225745862955993,3.5379318832488407,3.5379318832488407,3.5379318832488407,2.9737858284292393,2.9737858284292393,2.9737858284292393,0.5641460548196011,0.5641460548196011,0.5641460548196011,0.0,0.0,0.0,19.763677746204834
2013-04-14,16.21527705424799,15.466735189491883,26.100579645184116,16.21527705424799,16.21527705424799,4.4364667580659445,4.4364667580659445,4.4364667580659445,3.7948881988436156,3.7948881988436156,3.7948881988436156,0.6415785592223293,0.6415785592223293,0.6415785592223293,0.0,0.0,0.0,20.651743812313935
2013-04-15,16.204808245539994,6.918370241269495,18.122799074447194,16.204808245539994,16.204808245539994,-3.742384766583605,-3.742384766583605,-3.742384766583605,-4.457174863669755,-4.457174863669755,-4.457174863669755,0.714790097086149,0.714790097086149,0.714790097086149,0.0,0.0,0.0,12.462423478956389
